epoch,loss,test_loss,val_loss
0,0.1296790391,0.01471821032,0.01778258942
1,0.01490269322,0.01105955988,0.01363057923
2,0.01037047524,0.007647072431,0.009839345701
3,0.008518592454,0.007411837578,0.009826433845
4,0.007389716804,0.007543637883,0.009611666203
5,0.007109309547,0.00774018839,0.01006440539
6,0.006816003937,0.006976761855,0.009088343009
7,0.007755495142,0.008042281494,0.01022479963
8,0.007000328507,0.00658932142,0.008502471261
9,0.006319105625,0.006465329789,0.008250016719
10,0.007201871369,0.00787743181,0.009930835105
11,0.007784632035,0.007411397062,0.008629410528
12,0.006667496637,0.005921466742,0.007998369634
13,0.005701556336,0.006284199655,0.008940178901
14,0.005674478598,0.005538752768,0.007425986696
15,0.005573486909,0.005772933364,0.00738739362
16,0.005608689971,0.006273801904,0.008454191498
17,0.005825212225,0.006560329348,0.008540713228
18,0.006175125018,0.006677813828,0.008947061375
19,0.005998511333,0.005964592565,0.00797613617
20,0.005482577253,0.005490816198,0.007630359847
21,0.005261219572,0.005975215696,0.00796705205
22,0.005479139276,0.006182225421,0.007668813691
23,0.005114264786,0.006255094428,0.008174435236
24,0.005103390664,0.005448267329,0.007805146743
25,0.004789651372,0.006604590453,0.008922403678
26,0.004929784685,0.006357654463,0.007668754552
27,0.005033758935,0.005647793412,0.007165755145
28,0.005075434688,0.005951359868,0.006962976418
29,0.004984325729,0.007275737356,0.008608506061
30,0.005138068926,0.006383732427,0.008461380377
31,0.005380623043,0.007764218375,0.008785202168
32,0.004918083549,0.005665554199,0.007678385358
33,0.00473619299,0.006756552495,0.008921683766
34,0.005053523928,0.00667670276,0.009435794316
35,0.004925532266,0.006617581472,0.007905609906
36,0.004427344073,0.006013822742,0.008644589223
37,0.004674448166,0.006626068614,0.007963547483
38,0.004367354792,0.006178772543,0.007732939906
39,0.00455681514,0.006199876778,0.008454580791
40,0.004608619027,0.00715305144,0.007603559643
41,0.004470074549,0.006279482972,0.007626255974
42,0.004379090853,0.006094764918,0.006801690441
43,0.004331530072,0.005941234063,0.007343084086
44,0.004249821417,0.006618147716,0.007558054291
45,0.0043383101,0.006321053021,0.007053954992
46,0.004286771175,0.006908865646,0.007658714894
47,0.00481334934,0.006672610063,0.007497915067
48,0.005137205124,0.007286616135,0.008708217181
49,0.00479573058,0.006757223047,0.008185110055
50,0.004392242059,0.005951900966,0.007416646928
51,0.004303493071,0.006292709149,0.01135589555
52,0.004374607466,0.006449960172,0.009788767435
53,0.005550205708,0.00633966364,0.008939272724
54,0.005264343694,0.00715127727,0.007757931016
55,0.005496352445,0.007262242492,0.009035551921
56,0.006669870112,0.006875981111,0.00740387477
57,0.006097760517,0.008931607939,0.009334809147
58,0.004879188724,0.006150686648,0.006656999234
59,0.004593995865,0.00599190779,0.00774592068
60,0.004252928775,0.006668752525,0.008260561153
61,0.004594906699,0.006214690395,0.007529448252
62,0.003969211131,0.006147754379,0.006820126902
63,0.004364245571,0.006166376173,0.00707322685
64,0.004077109974,0.006819895934,0.008984557353
65,0.004334348254,0.005827210378,0.007327294443
66,0.003922530916,0.00760592008,0.007544096094
67,0.004352598451,0.006057800259,0.006860320456
68,0.004056462552,0.006896476261,0.00846164301
69,0.004037546925,0.006194265559,0.008084207773
70,0.003765244735,0.006714985706,0.006991050206
71,0.003760580905,0.006391168572,0.007292673923
72,0.003769293427,0.005910581443,0.006975875702
73,0.003384055803,0.00615346618,0.00726459641
74,0.003746576374,0.006329623517,0.007353678346
75,0.003452076344,0.00637900224,0.008087661117
76,0.003762296401,0.006863201503,0.008620161563
77,0.003812648822,0.007010438945,0.008669752628
78,0.003947017249,0.00694221817,0.007219600491
79,0.003526560962,0.006511773448,0.01056884322
80,0.004133326001,0.006686160807,0.008828166872
81,0.005075177643,0.006576988846,0.008914254606
82,0.004201315343,0.00654493086,0.009856591932
83,0.004018633161,0.008306900971,0.01009185053
84,0.004078005441,0.005909551866,0.007954838686
85,0.003452435834,0.006086455192,0.007315715309
86,0.003372762352,0.00778575521,0.008262539282
87,0.003798150923,0.006275996566,0.01004395075
88,0.003420624882,0.006369500421,0.008489453234
89,0.00338104926,0.006305721588,0.008979523554
90,0.003170869313,0.006264698692,0.009192425758
91,0.003328958526,0.006453349255,0.00808721222
92,0.003072689753,0.006551667582,0.008108530194
93,0.003291571746,0.006073117256,0.007538405247
94,0.003308099229,0.006807841826,0.008615460247
95,0.003908134997,0.006997614168,0.007887369953
96,0.003370243823,0.006451121997,0.008327675052
97,0.00303258677,0.006481877062,0.007805910427
98,0.003001209116,0.006789891049,0.008804354817
99,0.00324520329,0.006674330216,0.008453896269
100,0.002925581066,0.006814329419,0.008733342402
101,0.002925412497,0.006698705256,0.007894486189
102,0.003250364913,0.008525869809,0.01002277061
103,0.003790893825,0.006674711592,0.009281622246
104,0.003212730866,0.008029940538,0.008892633952
105,0.00346365734,0.008852799423,0.008805762976
106,0.003334819339,0.006823108066,0.007089680526
107,0.002881223569,0.006745674182,0.008995127864
108,0.003146140836,0.007540015504,0.009450047277
109,0.003474936588,0.007758208085,0.007510435302
110,0.003217730438,0.007287295535,0.007343658246
111,0.002914808691,0.007033695467,0.009080790915
112,0.00298287184,0.007014091592,0.009062043391
113,0.002844562521,0.007412433624,0.008669727482
114,0.002693064511,0.00743119698,0.007779687643
115,0.002827451797,0.006957163569,0.007855239324
116,0.00278898445,0.007334052119,0.00979448203
117,0.002798516769,0.00743314717,0.008475962095
118,0.002708831802,0.007195687387,0.007675408851
119,0.002767626662,0.007307197899,0.008419688791
120,0.00284212525,0.006783843972,0.008592171595
121,0.003368388861,0.008051142097,0.007943549193
122,0.003243144369,0.007921472192,0.010759864
123,0.002951556817,0.008111678995,0.0132085355
124,0.003115470288,0.007285863627,0.01022031158
125,0.003206399502,0.007818094455,0.007364597172
126,0.003339150455,0.007226053625,0.008985078894
127,0.003299473319,0.007238682359,0.008047017269
128,0.00315322564,0.006797073875,0.008012169041
129,0.002869231161,0.007164257579,0.01049604267
130,0.00355021446,0.007818972692,0.01185687352
131,0.003147755982,0.007163335104,0.008927331306
132,0.00256939698,0.007006187923,0.009052622132
133,0.003192394041,0.007427887991,0.008296567947
134,0.003796398873,0.01001519617,0.01162916608
135,0.004444135819,0.007924830541,0.009664909914
136,0.003589807311,0.007105547469,0.008140853606
137,0.003096596338,0.00740736071,0.007276571821
138,0.002678027377,0.007986756973,0.008288187906
139,0.002575801918,0.006892514881,0.009154141881
140,0.002492458792,0.008616046049,0.008499836549
141,0.002479864284,0.006696547847,0.008283020929
142,0.002686822321,0.007755322382,0.008911678568
143,0.002767089987,0.007852889597,0.008510050364
144,0.002625611844,0.00829745084,0.009109377861
145,0.002433066722,0.007182055153,0.008565141819
146,0.002362930449,0.007778595667,0.008832930587
147,0.002536859596,0.009497863241,0.00960527733
148,0.002783315722,0.008750026114,0.009203247726
149,0.003019794822,0.008629389107,0.009178410284
150,0.002851929981,0.009192895144,0.00913695246
151,0.002648745431,0.008921422064,0.00845801644
152,0.00265477295,0.007590703201,0.008750249632
153,0.002536859363,0.00801111944,0.008560379967
154,0.003033526475,0.007616203278,0.009994325228
155,0.002907931106,0.007843208499,0.008645508438
156,0.002933875192,0.006840730552,0.008774905466
157,0.002406222979,0.009271200746,0.009130866267
158,0.002412149915,0.00768193882,0.00855865702
159,0.00232260162,0.007799132261,0.008127435111
160,0.002171458909,0.008249661885,0.008097264916
161,0.002306370297,0.00837949384,0.008462079801
162,0.00233629928,0.007884951308,0.00911112316
163,0.0026492537,0.007603632752,0.009107121266
164,0.002462541219,0.007994205691,0.009214265272
165,0.00218632468,0.007459281012,0.009321146645
166,0.002060854807,0.007823209278,0.009161848575
167,0.002030311385,0.008068535477,0.01025229972
168,0.001978660701,0.008025124669,0.01012871228
169,0.001966755372,0.008043291047,0.0088004563
170,0.002267820993,0.00860882923,0.00861077942
171,0.002809449099,0.008822521195,0.00967794843
172,0.003267545952,0.008113059215,0.01116593834
173,0.003584021004,0.007444396615,0.01128794625
174,0.00289401086,0.007425994612,0.01066045929
175,0.002248773351,0.007682566531,0.008952088654
176,0.002411285881,0.008184093051,0.008706269786
177,0.002671137452,0.008310278878,0.009129559621
178,0.002375022741,0.007820714265,0.009533752687
179,0.002432807581,0.008208082058,0.00881753955
180,0.002117581433,0.0079870997,0.008963825181
181,0.002048833063,0.007801753469,0.009526815265
182,0.00231899973,0.008302751929,0.01179000083
183,0.002554918872,0.008963132277,0.008994264528
184,0.002281303052,0.008731497452,0.008750831708
185,0.002192514483,0.007792095654,0.009069253691
186,0.001842486439,0.008313301951,0.009522696026
187,0.001898776391,0.007977499627,0.0096314447
188,0.002336459234,0.008034369908,0.009335943498
189,0.002250114223,0.008402093314,0.009238542989
190,0.001963291317,0.008093763143,0.009867990389
191,0.002066149609,0.008819420822,0.009168483317
192,0.002087543951,0.008219766431,0.008994501084
193,0.001923170057,0.008271344937,0.009825560264
194,0.001733560115,0.00807160791,0.0114177689
195,0.001980269328,0.008349493146,0.009411209263
196,0.001910876716,0.008358477615,0.009284150787
197,0.002312845085,0.008235644549,0.009115209803
198,0.002026290633,0.008218961768,0.009307824075
199,0.00189375889,0.007711576298,0.01162999868
